都道府県名,二次医療圏番号,二次医療圏名,"合計(40～44歳, 18.5以上20.0未満)","合計(40～44歳, 18.5未満)","合計(40～44歳, 20.0以上25.0未満)","合計(40～44歳, 25.0以上30.0未満)","合計(40～44歳, 30.0以上35.0未満)","合計(40～44歳, 35.0以上40.0未満)","合計(40～44歳, 40.0以上)","合計(45～49歳, 18.5以上20.0未満)","合計(45～49歳, 18.5未満)","合計(45～49歳, 20.0以上25.0未満)","合計(45～49歳, 25.0以上30.0未満)","合計(45～49歳, 30.0以上35.0未満)","合計(45～49歳, 35.0以上40.0未満)","合計(45～49歳, 40.0以上)","合計(50～54歳, 18.5以上20.0未満)","合計(50～54歳, 18.5未満)","合計(50～54歳, 20.0以上25.0未満)","合計(50～54歳, 25.0以上30.0未満)","合計(50～54歳, 30.0以上35.0未満)","合計(50～54歳, 35.0以上40.0未満)","合計(50～54歳, 40.0以上)","合計(55～59歳, 18.5以上20.0未満)","合計(55～59歳, 18.5未満)","合計(55～59歳, 20.0以上25.0未満)","合計(55～59歳, 25.0以上30.0未満)","合計(55～59歳, 30.0以上35.0未満)","合計(55～59歳, 35.0以上40.0未満)","合計(55～59歳, 40.0以上)","合計(60～64歳, 18.5以上20.0未満)","合計(60～64歳, 18.5未満)","合計(60～64歳, 20.0以上25.0未満)","合計(60～64歳, 25.0以上30.0未満)","合計(60～64歳, 30.0以上35.0未満)","合計(60～64歳, 35.0以上40.0未満)","合計(60～64歳, 40.0以上)","合計(65～69歳, 18.5以上20.0未満)","合計(65～69歳, 18.5未満)","合計(65～69歳, 20.0以上25.0未満)","合計(65～69歳, 25.0以上30.0未満)","合計(65～69歳, 30.0以上35.0未満)","合計(65～69歳, 35.0以上40.0未満)","合計(65～69歳, 40.0以上)","合計(70～74歳, 18.5以上20.0未満)","合計(70～74歳, 18.5未満)","合計(70～74歳, 20.0以上25.0未満)","合計(70～74歳, 25.0以上30.0未満)","合計(70～74歳, 30.0以上35.0未満)","合計(70～74歳, 35.0以上40.0未満)","合計(70～74歳, 40.0以上)"
鹿児島県,4609,曽於,78,32,512,319,79,25,,66,18,503,348,97,17,,50,32,538,375,69,13,,78,21,579,384,93,,,80,41,770,434,73,,,93,36,756,387,57,,,103,42,812,426,49,,
鹿児島県,4610,肝属,145,55,1168,715,193,46,13,134,65,1104,791,182,40,11,141,47,1038,746,145,41,,121,54,1190,744,153,29,,154,53,1369,860,114,13,,149,65,1358,756,97,,,164,72,1457,798,99,,
鹿児島県,4611,熊毛,36,12,305,159,45,15,,44,,328,221,67,11,,46,,354,235,56,12,,39,17,347,244,38,,,42,22,339,242,35,,,43,32,389,202,28,,,49,28,401,205,28,,
鹿児島県,4612,奄美,70,23,662,493,120,36,11,53,,701,586,168,46,11,52,,647,594,155,44,,61,17,683,651,134,27,,59,28,731,667,122,15,,66,25,875,722,100,,,76,34,915,641,89,,
沖縄県,4701,北部,69,26,727,532,189,42,19,56,19,718,667,211,60,22,45,30,531,574,172,38,13,43,20,584,520,145,35,,54,28,642,639,137,21,,58,24,716,667,126,14,,54,24,736,626,113,12,
沖縄県,4702,中部,385,156,3927,2715,672,161,76,350,129,4414,3495,993,246,79,264,93,3786,3190,873,157,37,211,95,3177,2701,646,111,29,177,88,2653,2274,455,65,13,190,65,2260,1818,308,60,,132,71,2041,1671,264,28,
沖縄県,4703,南部,628,268,6349,4314,1123,302,102,547,234,7001,5402,1517,357,116,517,204,6173,4990,1410,326,98,418,175,5320,4239,977,186,43,331,154,4633,3711,709,107,19,303,126,4138,3179,513,48,,280,113,4108,3052,434,40,
沖縄県,4704,宮古,34,12,361,270,97,18,,32,,342,350,119,37,,17,,299,307,115,30,,20,,336,358,96,,,28,,397,388,86,,,25,,400,413,87,10,,29,,360,350,68,,
沖縄県,4705,八重山,47,19,441,332,107,25,,53,,433,377,129,40,,35,,408,386,119,40,,34,,353,327,91,,,39,,373,399,97,,,25,,397,401,74,11,,30,,407,349,66,,
二次医療圏判別不可,二次医療圏判別不可,二次医療圏判別不可,5179,1999,49969,25178,5540,1042,318,5068,1909,51828,30098,6745,1344,374,4816,1781,50113,30598,6809,1252,305,4312,1686,46478,28597,5470,869,206,2208,977,23555,13957,2288,299,53,620,308,6793,3379,390,43,,441,214,4222,1741,153,11,
